isolateAccession,ST,ST,,isolateAccession,Source,Source,,isolateAccession,State,State,,isolateAccession,Year,Year,,isolateAccession,Legionella pneumophila str. Lens plasmid pLPL,Legionella pneumophila C9_S plasmid unamed2,Legionella pneumophila FFI102 ,Legionella pneumophila LG57 plasmid pLG57,Legionella pneumophila plasmid pLELO,Legionella sainthelensi LA01-117 plasmid pLA01-117_150k,,,,isolateAccession,CAS-TypeIA,CAS-TypeIC,CAS-TypeIF,CAS-TypeIIB,,,,,,,isolateAccession,,
E159-O_OH-2013-OE-ST222,#3c6ff8,COL#3c6ff8,,E159-O_OH-2013-OE-ST222,#ff7f00,COL#ff7f00,,E159-O_OH-2013-OE-ST222,#ffd8b1,COL#ffd8b1,,E159-O_OH-2013-OE-ST222,#525252,COL#525252,,E159-O_OH-2013-OE-ST222,0,0,0,0,0,0,"E159-O_OH-2013-OE-ST222,0,0,0,0,0,0","E159-O_OH-2013-OE-ST222,0,0,0,0,0,0",,E159-O_OH-2013-OE-ST222,0,1,0,0,,"E159-O_OH-2013-OE-ST222,0,1,0,0","E159-O_OH-2013-OE-ST222,0,1,0,0",,,,E159-O_OH-2013-OE-ST222,#e6194B,COL#e6194B
E160-O_OH-2013-OE-ST222,#3c6ff8,COL#3c6ff8,,E160-O_OH-2013-OE-ST222,#ff7f00,COL#ff7f00,,E160-O_OH-2013-OE-ST222,#ffd8b1,COL#ffd8b1,,E160-O_OH-2013-OE-ST222,#525252,COL#525252,,E160-O_OH-2013-OE-ST222,0,0,0,0,0,0,"E160-O_OH-2013-OE-ST222,0,0,0,0,0,0","E160-O_OH-2013-OE-ST222,0,0,0,0,0,0",,E160-O_OH-2013-OE-ST222,0,1,0,0,,"E160-O_OH-2013-OE-ST222,0,1,0,0","E160-O_OH-2013-OE-ST222,0,1,0,0",,,,E160-O_OH-2013-OE-ST222,#e6194B,COL#e6194B
E161-O_MI-2010-OE-ST222,#3c6ff8,COL#3c6ff8,,E161-O_MI-2010-OE-ST222,#ff7f00,COL#ff7f00,,E161-O_MI-2010-OE-ST222,#42d4f4,COL#42d4f4,,E161-O_MI-2010-OE-ST222,#525252,COL#525252,,E161-O_MI-2010-OE-ST222,0,0,0,0,0,0,"E161-O_MI-2010-OE-ST222,0,0,0,0,0,0","E161-O_MI-2010-OE-ST222,0,0,0,0,0,0",,E161-O_MI-2010-OE-ST222,0,1,0,0,,"E161-O_MI-2010-OE-ST222,0,1,0,0","E161-O_MI-2010-OE-ST222,0,1,0,0",,,,E161-O_MI-2010-OE-ST222,#e6194B,COL#e6194B
E162-O_MI-2010-OE-ST222,#3c6ff8,COL#3c6ff8,,E162-O_MI-2010-OE-ST222,#ff7f00,COL#ff7f00,,E162-O_MI-2010-OE-ST222,#42d4f4,COL#42d4f4,,E162-O_MI-2010-OE-ST222,#737373,COL#737373,,E162-O_MI-2010-OE-ST222,0,0,0,0,0,0,"E162-O_MI-2010-OE-ST222,0,0,0,0,0,0","E162-O_MI-2010-OE-ST222,0,0,0,0,0,0",,E162-O_MI-2010-OE-ST222,0,1,0,0,,"E162-O_MI-2010-OE-ST222,0,1,0,0","E162-O_MI-2010-OE-ST222,0,1,0,0",,,,E162-O_MI-2010-OE-ST222,#e6194B,COL#e6194B
E163-O_MI-2010-OE-ST222,#3c6ff8,COL#3c6ff8,,E163-O_MI-2010-OE-ST222,#ff7f00,COL#ff7f00,,E163-O_MI-2010-OE-ST222,#42d4f4,COL#42d4f4,,E163-O_MI-2010-OE-ST222,#737373,COL#737373,,E163-O_MI-2010-OE-ST222,0,0,0,0,0,0,"E163-O_MI-2010-OE-ST222,0,0,0,0,0,0","E163-O_MI-2010-OE-ST222,0,0,0,0,0,0",,E163-O_MI-2010-OE-ST222,0,1,0,0,,"E163-O_MI-2010-OE-ST222,0,1,0,0","E163-O_MI-2010-OE-ST222,0,1,0,0",,,,E163-O_MI-2010-OE-ST222,#e6194B,COL#e6194B
E164-O_MI-2010-OE-ST222,#3c6ff8,COL#3c6ff8,,E164-O_MI-2010-OE-ST222,#ff7f00,COL#ff7f00,,E164-O_MI-2010-OE-ST222,#42d4f4,COL#42d4f4,,E164-O_MI-2010-OE-ST222,#737373,COL#737373,,E164-O_MI-2010-OE-ST222,0,0,0,0,0,0,"E164-O_MI-2010-OE-ST222,0,0,0,0,0,0","E164-O_MI-2010-OE-ST222,0,0,0,0,0,0",,E164-O_MI-2010-OE-ST222,0,1,0,0,,"E164-O_MI-2010-OE-ST222,0,1,0,0","E164-O_MI-2010-OE-ST222,0,1,0,0",,,,E164-O_MI-2010-OE-ST222,#e6194B,COL#e6194B
E165-O_VT-2002-OE-ST222,#3c6ff8,COL#3c6ff8,,E165-O_VT-2002-OE-ST222,#ff7f00,COL#ff7f00,,E165-O_VT-2002-OE-ST222,#FF9090,COL#FF9090,,E165-O_VT-2002-OE-ST222,#737373,COL#737373,,E165-O_VT-2002-OE-ST222,0,0,0,0,0,0,"E165-O_VT-2002-OE-ST222,0,0,0,0,0,0","E165-O_VT-2002-OE-ST222,0,0,0,0,0,0",,E165-O_VT-2002-OE-ST222,0,1,0,0,,"E165-O_VT-2002-OE-ST222,0,1,0,0","E165-O_VT-2002-OE-ST222,0,1,0,0",,,,E165-O_VT-2002-OE-ST222,#e6194B,COL#e6194B
E166-O_VT-2002-OE-ST222,#3c6ff8,COL#3c6ff8,,E166-O_VT-2002-OE-ST222,#ff7f00,COL#ff7f00,,E166-O_VT-2002-OE-ST222,#FF9090,COL#FF9090,,E166-O_VT-2002-OE-ST222,#969696,COL#969696,,E166-O_VT-2002-OE-ST222,0,0,0,0,0,0,"E166-O_VT-2002-OE-ST222,0,0,0,0,0,0","E166-O_VT-2002-OE-ST222,0,0,0,0,0,0",,E166-O_VT-2002-OE-ST222,0,1,0,0,,"E166-O_VT-2002-OE-ST222,0,1,0,0","E166-O_VT-2002-OE-ST222,0,1,0,0",,,,E166-O_VT-2002-OE-ST222,#e6194B,COL#e6194B
E167-O_MD-2009-OE-ST222,#3c6ff8,COL#3c6ff8,,E167-O_MD-2009-OE-ST222,#ff7f00,COL#ff7f00,,E167-O_MD-2009-OE-ST222,#bfef45,COL#bfef45,,E167-O_MD-2009-OE-ST222,#969696,COL#969696,,E167-O_MD-2009-OE-ST222,0,0,0,0,0,0,"E167-O_MD-2009-OE-ST222,0,0,0,0,0,0","E167-O_MD-2009-OE-ST222,0,0,0,0,0,0",,E167-O_MD-2009-OE-ST222,0,1,0,0,,"E167-O_MD-2009-OE-ST222,0,1,0,0","E167-O_MD-2009-OE-ST222,0,1,0,0",,,,E167-O_MD-2009-OE-ST222,#e6194B,COL#e6194B
E168-O_MD-2009-OE-ST222,#3c6ff8,COL#3c6ff8,,E168-O_MD-2009-OE-ST222,#ff7f00,COL#ff7f00,,E168-O_MD-2009-OE-ST222,#bfef45,COL#bfef45,,E168-O_MD-2009-OE-ST222,#737373,COL#737373,,E168-O_MD-2009-OE-ST222,0,0,0,0,0,0,"E168-O_MD-2009-OE-ST222,0,0,0,0,0,0","E168-O_MD-2009-OE-ST222,0,0,0,0,0,0",,E168-O_MD-2009-OE-ST222,0,1,0,0,,"E168-O_MD-2009-OE-ST222,0,1,0,0","E168-O_MD-2009-OE-ST222,0,1,0,0",,,,E168-O_MD-2009-OE-ST222,#e6194B,COL#e6194B
E169-O_MD-2009-OE-ST222,#3c6ff8,COL#3c6ff8,,E169-O_MD-2009-OE-ST222,#ff7f00,COL#ff7f00,,E169-O_MD-2009-OE-ST222,#bfef45,COL#bfef45,,E169-O_MD-2009-OE-ST222,#737373,COL#737373,,E169-O_MD-2009-OE-ST222,0,0,0,0,0,0,"E169-O_MD-2009-OE-ST222,0,0,0,0,0,0","E169-O_MD-2009-OE-ST222,0,0,0,0,0,0",,E169-O_MD-2009-OE-ST222,0,1,0,0,,"E169-O_MD-2009-OE-ST222,0,1,0,0","E169-O_MD-2009-OE-ST222,0,1,0,0",,,,E169-O_MD-2009-OE-ST222,#e6194B,COL#e6194B
E170-O_MD-2009-OE-ST222,#3c6ff8,COL#3c6ff8,,E170-O_MD-2009-OE-ST222,#ff7f00,COL#ff7f00,,E170-O_MD-2009-OE-ST222,#bfef45,COL#bfef45,,E170-O_MD-2009-OE-ST222,#737373,COL#737373,,E170-O_MD-2009-OE-ST222,0,0,0,0,0,0,"E170-O_MD-2009-OE-ST222,0,0,0,0,0,0","E170-O_MD-2009-OE-ST222,0,0,0,0,0,0",,E170-O_MD-2009-OE-ST222,0,1,0,0,,"E170-O_MD-2009-OE-ST222,0,1,0,0","E170-O_MD-2009-OE-ST222,0,1,0,0",,,,E170-O_MD-2009-OE-ST222,#e6194B,COL#e6194B
E171-O_MD-2009-OE-ST222,#3c6ff8,COL#3c6ff8,,E171-O_MD-2009-OE-ST222,#ff7f00,COL#ff7f00,,E171-O_MD-2009-OE-ST222,#bfef45,COL#bfef45,,E171-O_MD-2009-OE-ST222,#737373,COL#737373,,E171-O_MD-2009-OE-ST222,0,0,0,0,0,0,"E171-O_MD-2009-OE-ST222,0,0,0,0,0,0","E171-O_MD-2009-OE-ST222,0,0,0,0,0,0",,E171-O_MD-2009-OE-ST222,0,1,0,0,,"E171-O_MD-2009-OE-ST222,0,1,0,0","E171-O_MD-2009-OE-ST222,0,1,0,0",,,,E171-O_MD-2009-OE-ST222,#e6194B,COL#e6194B
E172-O_PA-2009-OE-ST222,#3c6ff8,COL#3c6ff8,,E172-O_PA-2009-OE-ST222,#ff7f00,COL#ff7f00,,E172-O_PA-2009-OE-ST222,#aaffc3,COL#aaffc3,,E172-O_PA-2009-OE-ST222,#737373,COL#737373,,E172-O_PA-2009-OE-ST222,0,0,0,0,0,0,"E172-O_PA-2009-OE-ST222,0,0,0,0,0,0","E172-O_PA-2009-OE-ST222,0,0,0,0,0,0",,E172-O_PA-2009-OE-ST222,0,1,0,0,,"E172-O_PA-2009-OE-ST222,0,1,0,0","E172-O_PA-2009-OE-ST222,0,1,0,0",,,,E172-O_PA-2009-OE-ST222,#e6194B,COL#e6194B
E173-O_IL-2018-OE-ST213,#e41a1c,COL#e41a1c,,E173-O_IL-2018-OE-ST213,#ff7f00,COL#ff7f00,,E173-O_IL-2018-OE-ST213,#000075,COL#000075,,E173-O_IL-2018-OE-ST213,#737373,COL#737373,,E173-O_IL-2018-OE-ST213,0,0,0,0,0,0,"E173-O_IL-2018-OE-ST213,0,0,0,0,0,0","E173-O_IL-2018-OE-ST213,0,0,0,0,0,0",,E173-O_IL-2018-OE-ST213,0,1,0,0,,"E173-O_IL-2018-OE-ST213,0,1,0,0","E173-O_IL-2018-OE-ST213,0,1,0,0",,,,E173-O_IL-2018-OE-ST213,#e6194B,COL#e6194B
E174-O_OH-2013-OE-ST222,#3c6ff8,COL#3c6ff8,,E174-O_OH-2013-OE-ST222,#ff7f00,COL#ff7f00,,E174-O_OH-2013-OE-ST222,#ffd8b1,COL#ffd8b1,,E174-O_OH-2013-OE-ST222,#252525,COL#252525,,E174-O_OH-2013-OE-ST222,0,0,0,0,0,0,"E174-O_OH-2013-OE-ST222,0,0,0,0,0,0","E174-O_OH-2013-OE-ST222,0,0,0,0,0,0",,E174-O_OH-2013-OE-ST222,0,1,0,0,,"E174-O_OH-2013-OE-ST222,0,1,0,0","E174-O_OH-2013-OE-ST222,0,1,0,0",,,,E174-O_OH-2013-OE-ST222,#e6194B,COL#e6194B
U1-U_MA-UNK-UNK-STUNK,#3c6ff8,COL#3c6ff8,,U1-U_MA-UNK-UNK-STUNK,#d9d9d9,COL#d9d9d9,,U1-U_MA-UNK-UNK-STUNK,#ffe119,COL#ffe119,,U11-U_NY-Unknown-UNK-STUNK,#d9d9d9,COL#d9d9d9,,U11-U_NY-Unknown-UNK-STUNK,0,0,0,0,0,100,"U11-U_NY-Unknown-UNK-STUNK,0,0,0,0,0,100","U11-U_NY-Unknown-UNK-STUNK,0,0,0,0,0,100",,U11-U_NY-Unknown-UNK-STUNK,0,1,0,0,,"U11-U_NY-Unknown-UNK-STUNK,0,1,0,0","U11-U_NY-Unknown-UNK-STUNK,0,1,0,0",,,,U11-U_NY-Unknown-UNK-STUNK,#e6194B,COL#e6194B
U11-U_NY-Unknown-UNK-STUNK,#e41a1c,COL#e41a1c,,U11-U_NY-Unknown-UNK-STUNK,#d9d9d9,COL#d9d9d9,,U11-U_NY-Unknown-UNK-STUNK,#fabed4,COL#fabed4,,U12-U_NY-Unknown-UNK-ST2517,#d9d9d9,COL#d9d9d9,,U12-U_NY-Unknown-UNK-ST2517,0,0,0,0,0,0,"U12-U_NY-Unknown-UNK-ST2517,0,0,0,0,0,0","U12-U_NY-Unknown-UNK-ST2517,0,0,0,0,0,0",,U12-U_NY-Unknown-UNK-ST2517,0,1,0,0,,"U12-U_NY-Unknown-UNK-ST2517,0,1,0,0","U12-U_NY-Unknown-UNK-ST2517,0,1,0,0",,,,U12-U_NY-Unknown-UNK-ST2517,#e6194B,COL#e6194B
U12-U_NY-Unknown-UNK-ST2517,#f9adcf,COL#f9adcf,,U12-U_NY-Unknown-UNK-ST2517,#d9d9d9,COL#d9d9d9,,U12-U_NY-Unknown-UNK-ST2517,#fabed4,COL#fabed4,,U1-U_MA-UNK-UNK-STUNK,#d9d9d9,COL#d9d9d9,,U1-U_MA-UNK-UNK-STUNK,100,0,0,0,0,0,"U1-U_MA-UNK-UNK-STUNK,100,0,0,0,0,0","U1-U_MA-UNK-UNK-STUNK,100,0,0,0,0,0",,U1-U_MA-UNK-UNK-STUNK,0,1,0,0,,"U1-U_MA-UNK-UNK-STUNK,0,1,0,0","U1-U_MA-UNK-UNK-STUNK,0,1,0,0",,,,U1-U_MA-UNK-UNK-STUNK,#e6194B,COL#e6194B
U2-U_MA-2016-UNK-ST213,#e41a1c,COL#e41a1c,,U2-U_MA-2016-UNK-ST213,#d9d9d9,COL#d9d9d9,,U2-U_MA-2016-UNK-ST213,#ffe119,COL#ffe119,,U2-U_MA-2016-UNK-ST213,#252525,COL#252525,,U2-U_MA-2016-UNK-ST213,0,0,0,0,0,0,"U2-U_MA-2016-UNK-ST213,0,0,0,0,0,0","U2-U_MA-2016-UNK-ST213,0,0,0,0,0,0",,U2-U_MA-2016-UNK-ST213,0,1,0,0,,"U2-U_MA-2016-UNK-ST213,0,1,0,0","U2-U_MA-2016-UNK-ST213,0,1,0,0",,,,U2-U_MA-2016-UNK-ST213,#e6194B,COL#e6194B
U3-U_MA-UNK-UNK-STUNK,#e41a1c,COL#e41a1c,,U3-U_MA-UNK-UNK-STUNK,#d9d9d9,COL#d9d9d9,,U3-U_MA-UNK-UNK-STUNK,#ffe119,COL#ffe119,,U3-U_MA-UNK-UNK-STUNK,#d9d9d9,COL#d9d9d9,,U3-U_MA-UNK-UNK-STUNK,0,0,100,0,0,100,"U3-U_MA-UNK-UNK-STUNK,0,0,100,0,0,100","U3-U_MA-UNK-UNK-STUNK,0,0,100,0,0,100",,U3-U_MA-UNK-UNK-STUNK,0,1,0,0,,"U3-U_MA-UNK-UNK-STUNK,0,1,0,0","U3-U_MA-UNK-UNK-STUNK,0,1,0,0",,,,U3-U_MA-UNK-UNK-STUNK,#e6194B,COL#e6194B
U4-U_MA-UNK-UNK-STUNK,#3c6ff8,COL#3c6ff8,,U4-U_MA-UNK-UNK-STUNK,#d9d9d9,COL#d9d9d9,,U4-U_MA-UNK-UNK-STUNK,#ffe119,COL#ffe119,,U4-U_MA-UNK-UNK-STUNK,#d9d9d9,COL#d9d9d9,,U4-U_MA-UNK-UNK-STUNK,0,0,0,0,0,0,"U4-U_MA-UNK-UNK-STUNK,0,0,0,0,0,0","U4-U_MA-UNK-UNK-STUNK,0,0,0,0,0,0",,U4-U_MA-UNK-UNK-STUNK,0,1,0,0,,"U4-U_MA-UNK-UNK-STUNK,0,1,0,0","U4-U_MA-UNK-UNK-STUNK,0,1,0,0",,,,U4-U_MA-UNK-UNK-STUNK,#e6194B,COL#e6194B
U5-U_MA-UNK-UNK-STUNK,#3c6ff8,COL#3c6ff8,,U5-U_MA-UNK-UNK-STUNK,#d9d9d9,COL#d9d9d9,,U5-U_MA-UNK-UNK-STUNK,#ffe119,COL#ffe119,,U5-U_MA-UNK-UNK-STUNK,#d9d9d9,COL#d9d9d9,,U5-U_MA-UNK-UNK-STUNK,0,0,0,0,0,0,"U5-U_MA-UNK-UNK-STUNK,0,0,0,0,0,0","U5-U_MA-UNK-UNK-STUNK,0,0,0,0,0,0",,U5-U_MA-UNK-UNK-STUNK,0,2,0,0,,"U5-U_MA-UNK-UNK-STUNK,0,2,0,0","U5-U_MA-UNK-UNK-STUNK,0,2,0,0",,,,U5-U_MA-UNK-UNK-STUNK,#ffe119,COL#ffe119
U6-U_MA-UNK-UNK-STUNK,#3c6ff8,COL#3c6ff8,,U6-U_MA-UNK-UNK-STUNK,#d9d9d9,COL#d9d9d9,,U6-U_MA-UNK-UNK-STUNK,#ffe119,COL#ffe119,,U6-U_MA-UNK-UNK-STUNK,#d9d9d9,COL#d9d9d9,,U6-U_MA-UNK-UNK-STUNK,0,0,0,0,0,0,"U6-U_MA-UNK-UNK-STUNK,0,0,0,0,0,0","U6-U_MA-UNK-UNK-STUNK,0,0,0,0,0,0",,U6-U_MA-UNK-UNK-STUNK,0,1,0,0,,"U6-U_MA-UNK-UNK-STUNK,0,1,0,0","U6-U_MA-UNK-UNK-STUNK,0,1,0,0",,,,U6-U_MA-UNK-UNK-STUNK,#ffe119,COL#ffe119
U7-U_MN-2018-UNK-ST213,#e41a1c,COL#e41a1c,,U7-U_MN-2018-UNK-ST213,#d9d9d9,COL#d9d9d9,,U7-U_MN-2018-UNK-ST213,#911eb4,COL#911eb4,,U7-U_MN-2018-UNK-ST213,#252525,COL#252525,,U7-U_MN-2018-UNK-ST213,0,0,0,0,0,0,"U7-U_MN-2018-UNK-ST213,0,0,0,0,0,0","U7-U_MN-2018-UNK-ST213,0,0,0,0,0,0",,U7-U_MN-2018-UNK-ST213,0,1,0,0,,"U7-U_MN-2018-UNK-ST213,0,1,0,0","U7-U_MN-2018-UNK-ST213,0,1,0,0",,,,U7-U_MN-2018-UNK-ST213,#ffe119,COL#ffe119
U8-U_NY-Unknown-UNK-ST213,#e41a1c,COL#e41a1c,,U8-U_NY-Unknown-UNK-ST213,#d9d9d9,COL#d9d9d9,,U8-U_NY-Unknown-UNK-ST213,#fabed4,COL#fabed4,,U8-U_NY-Unknown-UNK-ST213,#d9d9d9,COL#d9d9d9,,U8-U_NY-Unknown-UNK-ST213,0,0,0,0,0,0,"U8-U_NY-Unknown-UNK-ST213,0,0,0,0,0,0","U8-U_NY-Unknown-UNK-ST213,0,0,0,0,0,0",,U8-U_NY-Unknown-UNK-ST213,0,1,0,0,,"U8-U_NY-Unknown-UNK-ST213,0,1,0,0","U8-U_NY-Unknown-UNK-ST213,0,1,0,0",,,,U8-U_NY-Unknown-UNK-ST213,#ffe119,COL#ffe119
U9-U_MI-2016-UNK-ST222,#3c6ff8,COL#3c6ff8,,U9-U_MI-2016-UNK-ST222,#d9d9d9,COL#d9d9d9,,U9-U_MI-2016-UNK-ST222,#42d4f4,COL#42d4f4,,U9-U_MI-2016-UNK-ST222,#252525,COL#252525,,U9-U_MI-2016-UNK-ST222,100,0,0,0,0,0,"U9-U_MI-2016-UNK-ST222,100,0,0,0,0,0","U9-U_MI-2016-UNK-ST222,100,0,0,0,0,0",,U9-U_MI-2016-UNK-ST222,0,1,0,1,,"U9-U_MI-2016-UNK-ST222,0,1,0,1","U9-U_MI-2016-UNK-ST222,0,1,0,1",,,,U9-U_MI-2016-UNK-ST222,#ffe119,COL#ffe119
